longitude,latitude,label,start_date,end_date,cube,time_series
-56.061,-13.3592,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [3408, 3148, 2887, 2682, 3033, 3279, 3091, 4572, 8754, 9043, 8204, 7650, 6303, 5068, 4116, 5750, 5978, 8558, 7131, 6947, 5320, 3610, 3417], ""EVI"": [2079, 2012, 1792, 1429, 1859, 1862, 1742, 3187, 7642, 7580, 6325, 7008, 3774, 3626, 3108, 4836, 4759, 7133, 5843, 5745, 1979, 1578, 1953], ""NIR_reflectance"": [2741, 3135, 2636, 2622, 4733, 5502, 5727, 5629, 3295, 2878, 2342, 3549, 4067, 3474, 3503, 2915, 1617, 2800, 2894, 2813, 2948, 2863, 2227]}"
-56.2162,-13.4421,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [3012, 2875, 2891, 2536, 3419, 2893, 3238, 6143, 8313, 8770, 8967, 8746, 2338, 2812, 8093, 7395, 7469, 8782, 8317, 7077, 3954, 3889, 2915], ""EVI"": [2100, 2066, 2013, 1447, 1674, 1879, 2014, 4896, 7813, 8940, 8887, 7366, 1960, 2047, 5999, 6185, 6675, 6540, 6130, 4991, 1862, 1765, 2068], ""NIR_reflectance"": [2513, 2870, 3234, 2659, 2626, 4209, 3681, 5573, 4232, 4463, 3163, 2428, 4236, 4046, 4161, 3875, 3331, 2608, 1921, 3730, 3842, 3569, 2590]}"
-55.1934,-15.831,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2220, 1995, 1934, 1796, 1778, 1933, 1651, 2229, 1835, 2138, 5983, 6128, 8830, 8628, 9443, 8799, 5492, 4181, 4409, 4500, 6298, 5882, 5005], ""EVI"": [1032, 913, 961, 904, 891, 804, 883, 1327, 762, 1865, 3337, 4577, 7297, 8682, 8763, 6497, 3232, 2893, 2480, 2815, 3950, 3604, 2902], ""NIR_reflectance"": [2761, 2828, 3105, 2028, 2513, 4000, 5050, 5796, 6242, 6253, 4504, 2722, 2646, 3779, 4671, 2532, 1940, 1849, 1737, 1830, 1770, 1983, 2108]}"
-54.123,-15.2187,Soy-Corn,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [2717, 2775, 2879, 3065, 2601, 2621, 2689, 3129, 4731, 8778, 9164, 3247, 7026, 3065, 3722, 7695, 8560, 8209, 7970, 6671, 3313, 3427, 2457], ""EVI"": [1587, 1590, 1713, 1822, 1584, 1406, 1693, 1876, 3301, 7806, 7023, 2855, 5401, 1955, 2747, 4714, 6713, 5846, 5750, 4256, 1487, 1362, 1543], ""NIR_reflectance"": [2633, 2590, 3126, 3724, 3768, 5649, 5178, 4437, 2705, 2193, 2254, 3908, 4168, 4297, 3964, 3876, 3031, 1900, 3339, 2721, 2573, 2755, 2540]}"
-54.0384,-16.953,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2789, 2727, 2824, 2149, 2347, 2361, 2340, 3223, 5416, 8268, 9204, 9494, 8071, 4051, 2427, 4646, 8093, 8759, 8542, 8369, 8244, 5896, 3320], ""EVI"": [1903, 1946, 2022, 1115, 1290, 1199, 1354, 2059, 2957, 8542, 9962, 9079, 8833, 2474, 1277, 2455, 5890, 7199, 6520, 6037, 5781, 3802, 1683], ""NIR_reflectance"": [2593, 2686, 2514, 2295, 4035, 4641, 5003, 5129, 4521, 1781, 2625, 2865, 4566, 5086, 4356, 3848, 3401, 1273, 2083, 3643, 3642, 3807, 2210]}"
-54.1946,-17.0286,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2819, 2408, 2595, 2490, 2331, 2386, 2275, 2916, 3525, 5297, 8999, 9336, 7602, 9010, 7127, 2638, 4769, 7038, 8246, 7569, 8033, 4795, 3582], ""EVI"": [1699, 1753, 1917, 1388, 1394, 1379, 1302, 1870, 1940, 3687, 9389, 8424, 8007, 7211, 5003, 1658, 3188, 4626, 6058, 5155, 5107, 2669, 1892], ""NIR_reflectance"": [2814, 2704, 2980, 2361, 3232, 5109, 4236, 4035, 4643, 4487, 3290, 1769, 2733, 3504, 4075, 3865, 3985, 3287, 2452, 3055, 3660, 4013, 2390]}"
-55.0804,-15.4869,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2776, 2686, 2228, 2085, 2201, 2916, 3942, 6643, 9111, 9122, 8693, 5518, 2849, 4757, 6723, 8525, 8499, 8323, 7017, 6362, 4857, 3169, 2600], ""EVI"": [1888, 1756, 973, 1067, 1108, 1278, 2365, 5692, 9424, 8545, 7568, 4676, 1832, 3109, 3519, 7232, 6992, 6263, 4137, 3808, 2052, 1902, 1643], ""NIR_reflectance"": [2713, 2813, 2557, 2517, 4721, 6319, 5286, 5293, 3361, 2650, 2965, 3899, 4856, 4300, 4392, 3449, 2682, 1362, 2970, 3539, 3171, 1624, 2234]}"
-56.0311,-13.655,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [3183, 2590, 2687, 2533, 2708, 2683, 2754, 4174, 7057, 9294, 8866, 9217, 4693, 3390, 3424, 4226, 8590, 8949, 8897, 8564, 5431, 4228, 3479], ""EVI"": [1646, 1892, 1956, 1274, 1603, 1572, 1419, 2684, 5263, 9844, 9162, 7803, 2609, 2315, 1998, 3412, 7501, 7219, 6577, 5603, 2813, 2091, 1779], ""NIR_reflectance"": [2723, 1896, 2685, 2507, 2393, 3976, 3288, 4537, 5855, 3556, 3021, 1796, 2754, 3164, 3627, 3134, 3146, 2356, 1931, 2284, 4019, 3829, 2048]}"
-55.0323,-15.4757,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2947, 2816, 2766, 2340, 3182, 3345, 3383, 4834, 8655, 8944, 9304, 7962, 3903, 2844, 3987, 6533, 8903, 8734, 8584, 8216, 6273, 4094, 2939], ""EVI"": [2004, 1968, 1820, 1247, 1769, 1717, 2008, 3768, 7101, 9239, 9495, 6973, 2543, 1396, 1317, 4581, 7792, 6356, 5630, 5431, 3257, 1538, 1984], ""NIR_reflectance"": [2578, 2760, 2435, 2073, 2251, 4960, 4128, 3304, 5378, 3636, 2448, 2347, 3558, 2669, 4280, 3475, 3705, 2466, 1597, 3532, 3738, 3486, 2349]}"
-56.8157,-13.8976,Soy-Corn,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [3465, 4035, 3783, 3023, 3470, 6143, 3396, 3198, 4114, 7492, 8265, 2128, 7535, 8936, 7749, 4189, 6123, 7273, 7008, 6649, 6357, 5089, 4833], ""EVI"": [2005, 2492, 2497, 1910, 2214, 4165, 1861, 1746, 2348, 5489, 6549, 1962, 7893, 7306, 5685, 2550, 4389, 5191, 4525, 4269, 3538, 2722, 2394], ""NIR_reflectance"": [2016, 2138, 2363, 2913, 1157, 4431, 5858, 3509, 3620, 3989, 3101, 3059, 3693, 4693, 4175, 3690, 2866, 2211, 3628, 2965, 2986, 3317, 3080]}"
-59.3033,-13.8538,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2671, 2558, 2630, 2506, 2992, 2679, 2836, 3134, 7698, 9390, 6592, 8914, 4046, 2189, 5872, 7786, 9085, 8775, 8729, 8003, 5512, 3613, 2930], ""EVI"": [1647, 1738, 1822, 1501, 1820, 1468, 1690, 1771, 5494, 7500, 7250, 7894, 1911, 1831, 4181, 5043, 7828, 8164, 6645, 5472, 3293, 1494, 1814], ""NIR_reflectance"": [3033, 3077, 2670, 2654, 3849, 5281, 5917, 5231, 4432, 1798, 3373, 2961, 4117, 4589, 3985, 3808, 4267, 1800, 2233, 2976, 3426, 3479, 2784]}"
-54.3991,-17.167,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [3428, 3035, 2861, 2985, 3405, 2581, 4036, 2838, 3956, 5534, 9202, 9516, 9298, 7664, 4455, 2844, 7920, 8930, 9041, 8505, 8266, 6816, 5580], ""EVI"": [2098, 2226, 2048, 1656, 1871, 1599, 2728, 1761, 2125, 4590, 9818, 8743, 8579, 5909, 2442, 1626, 5951, 8058, 8675, 8019, 6748, 5236, 4026], ""NIR_reflectance"": [2605, 3636, 3320, 2781, 2711, 3310, 4327, 4908, 5112, 5993, 1284, 2936, 4343, 4294, 4477, 3791, 4070, 2673, 2009, 2967, 3936, 3760, 2325]}"
-55.9863,-13.1752,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2848, 2721, 2543, 2612, 2873, 2672, 3877, 6330, 9140, 8187, 8997, 8265, 3085, 1826, 7649, 7867, 8870, 8857, 8375, 7296, 4288, 2875, 2659], ""EVI"": [1849, 1880, 1745, 1347, 1842, 1439, 3072, 4765, 8475, 6781, 7322, 6202, 1316, 1475, 4854, 6383, 7999, 6348, 6159, 5054, 1649, 1838, 1817], ""NIR_reflectance"": [3106, 2972, 2624, 2897, 5205, 5418, 5098, 5270, 4696, 2729, 3158, 4187, 5766, 4259, 4412, 3760, 2213, 1811, 3290, 3358, 3616, 3617, 2216]}"
-56.033,-13.2795,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [3129, 2791, 2753, 2913, 3935, 3582, 6933, 7618, 9346, 9235, 9194, 9027, 3600, 3038, 3215, 4894, 6314, 8658, 8918, 8616, 7316, 4597, 3493], ""EVI"": [1874, 1975, 2034, 1629, 2617, 2032, 4665, 6547, 8458, 8027, 7759, 7178, 2096, 2048, 1920, 3435, 4698, 6428, 7030, 6791, 4625, 2285, 2194], ""NIR_reflectance"": [2838, 3124, 2655, 3015, 4434, 5835, 5109, 5315, 5353, 3346, 3028, 2815, 3649, 3925, 3994, 3848, 3659, 3179, 2155, 2450, 3460, 3492, 2287]}"
-57.9302,-13.5503,Soy-Corn,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [3029, 2797, 2756, 2864, 2714, 2516, 2253, 3297, 6509, 9412, 9294, 8740, 8566, 3544, 3295, 9001, 8826, 8709, 8635, 8334, 7937, 4919, 3650], ""EVI"": [1571, 1473, 1556, 1638, 1501, 1256, 1084, 1879, 3410, 8583, 8648, 7403, 7807, 1485, 2032, 7147, 8152, 6235, 5953, 5643, 5271, 2530, 1368], ""NIR_reflectance"": [2260, 2302, 2860, 2819, 2739, 4011, 6776, 5964, 6440, 4692, 4647, 2855, 2055, 4667, 5840, 5594, 5171, 1890, 2465, 2202, 2230, 2485, 2607]}"
-55.0049,-15.4658,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2711, 2696, 2630, 2323, 2598, 2699, 2896, 3736, 7332, 6757, 9311, 8612, 624, 2731, 7508, 8084, 8767, 8881, 8411, 7921, 3929, 3484, 2583], ""EVI"": [1870, 1818, 1778, 1338, 1414, 1206, 1561, 2981, 5186, 6209, 7935, 7647, 530, 1590, 4275, 6439, 8009, 6840, 5835, 5503, 1622, 1227, 1755], ""NIR_reflectance"": [2571, 2811, 2882, 2102, 3481, 6331, 7407, 4823, 4327, 2153, 2816, 3226, 4600, 4100, 4202, 3167, 3143, 1816, 1393, 3528, 3371, 3282, 2498]}"
-59.2948,-13.7858,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [3401, 2766, 2805, 2277, 3112, 2670, 5843, 6619, 9166, 8034, 9444, 9056, 4560, 2567, 2792, 3218, 9563, 9481, 8693, 3446, 4058, 4897, 5054], ""EVI"": [1731, 2052, 2133, 1328, 1845, 1332, 4005, 4697, 9894, 7575, 8475, 8779, 2521, 1384, 1897, 1757, 6210, 8876, 6444, 1691, 2390, 2718, 2938], ""NIR_reflectance"": [3103, 3041, 2990, 2195, 2937, 3161, 5062, 5772, 6574, 2655, 2152, 2864, 3182, 4384, 3758, 3993, 3638, 3202, 2052, 2045, 4218, 4238, 2601]}"
-58.8281,-13.7264,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2513, 2401, 2239, 2388, 1672, 2308, 4736, 4670, 9478, 8697, 5115, 3468, 1755, 1129, 6022, 5676, 6901, 9160, 8231, 7216, 4613, 5834, 2955], ""EVI"": [1338, 1414, 1211, 1282, 877, 1024, 3139, 2694, 7742, 5805, 5144, 1829, 1293, 1012, 4162, 3178, 5339, 7831, 5545, 4425, 2254, 3010, 1778], ""NIR_reflectance"": [3087, 2411, 2812, 4295, 4686, 6190, 1915, 6185, 4036, 2170, 4115, 4553, 5466, 4323, 4066, 2848, 2207, 1662, 2444, 2474, 2654, 2304, 2316]}"
-58.0607,-12.9053,Soy-Corn,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [3821, 2897, 2879, 2882, 3128, 2713, 3004, 2566, 3477, 8712, 9338, 8646, 4896, 7667, 2540, 3417, 8675, 8780, 8559, 8081, 6860, 4310, 4438], ""EVI"": [1435, 1938, 1972, 1607, 2012, 1602, 1799, 1493, 1932, 8007, 8660, 8772, 4108, 5452, 1414, 2221, 6936, 7296, 6185, 5920, 4321, 1927, 1808], ""NIR_reflectance"": [3453, 3428, 3140, 2880, 3961, 5345, 5684, 6982, 4521, 5682, 1391, 4038, 5078, 5523, 4857, 5012, 4120, 3230, 1477, 1405, 3178, 3444, 2449]}"
-54.7615,-15.5195,Soy-Corn,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [3408, 2803, 2799, 2774, 2487, 2672, 2787, 2659, 7488, 8995, 9170, 3414, 7521, 8383, 1860, 3281, 6443, 8626, 8894, 8192, 8048, 6588, 3876], ""EVI"": [1373, 1855, 1923, 1736, 1439, 1463, 1585, 1591, 3837, 7336, 7496, 3233, 9165, 8214, 1690, 1972, 4264, 6592, 7307, 5734, 5935, 3908, 1716], ""NIR_reflectance"": [1998, 2753, 2926, 2155, 3734, 4724, 5805, 5805, 5267, 3134, 2423, 3751, 4248, 5646, 3230, 3995, 3547, 2419, 1675, 1542, 3265, 3212, 2974]}"
-57.7912,-13.5988,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2798, 2686, 2595, 2357, 2884, 4623, 3168, 4164, 6882, 9489, 9095, 9132, 2970, 2889, 3839, 4807, 8858, 9177, 9048, 8979, 8506, 4945, 3485], ""EVI"": [1998, 1932, 1951, 1377, 1783, 2879, 2064, 2857, 4868, 8375, 8005, 8933, 2727, 2150, 2227, 3136, 6602, 7026, 7119, 5545, 6557, 2352, 1698], ""NIR_reflectance"": [3304, 2808, 2643, 3094, 3263, 5680, 5893, 5566, 6055, 5041, 3050, 2906, 5122, 4559, 4160, 3846, 3827, 2208, 1579, 3830, 3851, 3902, 2597]}"
-54.4965,-15.5729,Soy-Corn,2014-09-14,2015-08-29,mod13q1-6.1,"{""Index"": [""2014-09-14"", ""2014-09-30"", ""2014-10-16"", ""2014-11-01"", ""2014-11-17"", ""2014-12-03"", ""2014-12-19"", ""2015-01-01"", ""2015-01-17"", ""2015-02-02"", ""2015-02-18"", ""2015-03-06"", ""2015-03-22"", ""2015-04-07"", ""2015-04-23"", ""2015-05-09"", ""2015-05-25"", ""2015-06-10"", ""2015-06-26"", ""2015-07-12"", ""2015-07-28"", ""2015-08-13"", ""2015-08-29""], ""NDVI"": [3590, 3802, 3079, 2606, 2933, 3429, 2869, 2605, 4442, 7046, 8597, 9994, 9348, 9030, 5556, 3652, 6762, 8595, 8687, 8559, 8493, 8056, 5546], ""EVI"": [1706, 1697, 2100, 1847, 1668, 2136, 1822, 1586, 2623, 4923, 6179, 8746, 9754, 7367, 3901, 1908, 4385, 6273, 6892, 5971, 6562, 5586, 2993], ""NIR_reflectance"": [3183, 3090, 2966, 2769, 3885, 4262, 5485, 4574, 5046, 3974, 2045, 2061, 3818, 4829, 4379, 3669, 3724, 3529, 2534, 1917, 1686, 3661, 3731]}"
-56.1539,-14.4606,Soy-Corn,2015-09-14,2016-08-28,mod13q1-6.1,"{""Index"": [""2015-09-14"", ""2015-09-30"", ""2015-10-16"", ""2015-11-01"", ""2015-11-17"", ""2015-12-03"", ""2015-12-19"", ""2016-01-01"", ""2016-01-17"", ""2016-02-02"", ""2016-02-18"", ""2016-03-05"", ""2016-03-21"", ""2016-04-06"", ""2016-04-22"", ""2016-05-08"", ""2016-05-24"", ""2016-06-09"", ""2016-06-25"", ""2016-07-11"", ""2016-07-27"", ""2016-08-12"", ""2016-08-28""], ""NDVI"": [2810, 2754, 2877, 2522, 4039, 3243, 3281, 6501, 8413, 9343, 6165, 8876, 5291, 3670, 6024, 6970, 7945, 8372, 8312, 7577, 4256, 3808, 2892], ""EVI"": [1927, 1904, 2040, 1399, 2353, 1796, 2261, 4652, 6505, 9434, 3704, 9090, 2638, 2102, 3835, 4715, 7120, 5773, 5864, 5377, 2098, 1595, 1975], ""NIR_reflectance"": [2931, 2039, 2818, 2199, 2606, 5453, 5957, 4609, 3337, 4008, 3129, 3149, 4738, 4155, 3924, 3596, 2595, 1680, 1641, 3576, 3850, 3708, 2450]}"
