longitude,latitude,label,start_date,end_date
-56.0258,-13.6201,Soy-Corn,2015-09-14,2016-08-28
-55.5141,-12.0736,Soy-Corn,2015-09-14,2016-08-28
-57.7408,-13.5388,Soy-Corn,2015-09-14,2016-08-28
-57.8932,-13.7379,Soy-Corn,2015-09-14,2016-08-28
-56.8566,-13.9077,Soy-Corn,2015-09-14,2016-08-28
-53.4463,-15.4193,Soy-Corn,2014-09-14,2015-08-29
-55.1797,-15.5373,Soy-Corn,2015-09-14,2016-08-28
-54.5628,-15.5614,Soy-Corn,2015-09-14,2016-08-28
-57.5305,-14.1972,Soy-Corn,2015-09-14,2016-08-28
-55.212,-15.6542,Soy-Corn,2014-09-14,2015-08-29
-59.1326,-13.6523,Soy-Corn,2015-09-14,2016-08-28
-55.5773,-12.3049,Soy-Corn,2014-09-14,2015-08-29
-53.9624,-15.0007,Soy-Corn,2015-09-14,2016-08-28
-58.5364,-13.5489,Soy-Corn,2014-09-14,2015-08-29
-58.7525,-13.2805,Soy-Corn,2014-09-14,2015-08-29
-53.9332,-16.8408,Soy-Corn,2015-09-14,2016-08-28
-55.4298,-11.6444,Soy-Corn,2014-09-14,2015-08-29
-58.4743,-13.5631,Soy-Corn,2015-09-14,2016-08-28
-57.6916,-13.4252,Soy-Corn,2015-09-14,2016-08-28
-56.1738,-14.477,Soy-Corn,2015-09-14,2016-08-28
-54.1447,-16.7859,Soy-Corn,2015-09-14,2016-08-28
-54.2681,-15.4961,Soy-Corn,2015-09-14,2016-08-28
-56.1543,-14.4601,Soy-Corn,2014-09-14,2015-08-29
-56.0884,-13.4067,Soy-Corn,2015-09-14,2016-08-28
-54.5215,-15.5673,Soy-Corn,2014-09-14,2015-08-29
-56.0292,-13.2913,Soy-Corn,2015-09-14,2016-08-28
-53.9048,-15.04,Soy-Corn,2015-09-14,2016-08-28
-52.3554,-14.6082,Soy-Corn,2014-09-14,2015-08-29
-57.9827,-14.0467,Soy-Corn,2014-09-14,2015-08-29
-54.7647,-17.2164,Soy-Corn,2015-09-14,2016-08-28
-56.0141,-13.2356,Soy-Corn,2015-09-14,2016-08-28
-54.6063,-15.5582,Soy-Corn,2014-09-14,2015-08-29
-54.18,-15.3026,Soy-Corn,2015-09-14,2016-08-28
-57.9834,-13.4126,Soy-Corn,2015-09-14,2016-08-28
-54.1603,-16.7801,Soy-Corn,2015-09-14,2016-08-28
-56.8395,-13.911,Soy-Corn,2015-09-14,2016-08-28
-54.1414,-15.2433,Soy-Corn,2014-09-14,2015-08-29
-55.2755,-15.6682,Soy-Corn,2015-09-14,2016-08-28
-58.0331,-13.0431,Soy-Corn,2014-09-14,2015-08-29
-54.8725,-17.2482,Soy-Corn,2015-09-14,2016-08-28
-55.9001,-13.0199,Soy-Corn,2015-09-14,2016-08-28
-55.1409,-15.8582,Soy-Corn,2015-09-14,2016-08-28
-57.9866,-13.2259,Soy-Corn,2014-09-14,2015-08-29
-56.061,-13.3592,Soy-Corn,2015-09-14,2016-08-28
-56.2162,-13.4421,Soy-Corn,2015-09-14,2016-08-28
-55.1934,-15.831,Soy-Corn,2015-09-14,2016-08-28
-54.123,-15.2187,Soy-Corn,2014-09-14,2015-08-29
-54.0384,-16.953,Soy-Corn,2015-09-14,2016-08-28
-54.1946,-17.0286,Soy-Corn,2015-09-14,2016-08-28
-55.0804,-15.4869,Soy-Corn,2015-09-14,2016-08-28
-56.0311,-13.655,Soy-Corn,2015-09-14,2016-08-28
-55.0323,-15.4757,Soy-Corn,2015-09-14,2016-08-28
-56.8157,-13.8976,Soy-Corn,2014-09-14,2015-08-29
-59.3033,-13.8538,Soy-Corn,2015-09-14,2016-08-28
-54.3991,-17.167,Soy-Corn,2015-09-14,2016-08-28
-55.9863,-13.1752,Soy-Corn,2015-09-14,2016-08-28
-56.033,-13.2795,Soy-Corn,2015-09-14,2016-08-28
-57.9302,-13.5503,Soy-Corn,2014-09-14,2015-08-29
-55.0049,-15.4658,Soy-Corn,2015-09-14,2016-08-28
-59.2948,-13.7858,Soy-Corn,2015-09-14,2016-08-28
-58.8281,-13.7264,Soy-Corn,2015-09-14,2016-08-28
-58.0607,-12.9053,Soy-Corn,2014-09-14,2015-08-29
-54.7615,-15.5195,Soy-Corn,2014-09-14,2015-08-29
-57.7912,-13.5988,Soy-Corn,2015-09-14,2016-08-28
-54.4965,-15.5729,Soy-Corn,2014-09-14,2015-08-29
-56.1539,-14.4606,Soy-Corn,2015-09-14,2016-08-28
-55.2851,-15.6677,Soy-Corn,2015-09-14,2016-08-28
-56.1372,-12.7681,Soy-Corn,2014-09-14,2015-08-29
-56.3562,-13.4502,Soy-Corn,2015-09-14,2016-08-28
-57.8985,-13.675,Soy-Corn,2014-09-14,2015-08-29
-56.3408,-14.4061,Soy-Corn,2014-09-14,2015-08-29
-54.5204,-17.1342,Soy-Corn,2015-09-14,2016-08-28
-58.0382,-13.2695,Soy-Corn,2015-09-14,2016-08-28
-53.8952,-16.8696,Soy-Corn,2015-09-14,2016-08-28
-55.1641,-15.3343,Soy-Corn,2015-09-14,2016-08-28
-57.9605,-13.8869,Soy-Corn,2014-09-14,2015-08-29
-56.4316,-12.8796,Soy-Corn,2014-09-14,2015-08-29
-54.1065,-15.092,Soy-Corn,2014-09-14,2015-08-29
-58.0471,-13.2855,Soy-Corn,2015-09-14,2016-08-28
-58.5506,-12.9319,Soy-Corn,2014-09-14,2015-08-29
-54.2573,-15.4734,Soy-Corn,2014-09-14,2015-08-29
-56.0476,-13.3312,Soy-Corn,2015-09-14,2016-08-28
-57.8811,-14.3153,Soy-Corn,2015-09-14,2016-08-28
-55.4881,-12.2989,Soy-Corn,2014-09-14,2015-08-29
-56.2097,-14.5454,Soy-Corn,2015-09-14,2016-08-28
-54.7522,-17.0054,Soy-Corn,2015-09-14,2016-08-28
-52.3309,-11.2665,Soy-Corn,2014-09-14,2015-08-29
-55.5128,-12.0666,Soy-Corn,2014-09-14,2015-08-29
-58.0179,-13.3574,Soy-Corn,2015-09-14,2016-08-28
-54.0784,-15.0337,Soy-Corn,2015-09-14,2016-08-28
-59.1731,-13.8355,Soy-Corn,2015-09-14,2016-08-28
-54.1127,-15.1681,Soy-Corn,2014-09-14,2015-08-29
-54.2435,-17.05,Soy-Corn,2015-09-14,2016-08-28
-55.2192,-15.7943,Soy-Corn,2015-09-14,2016-08-28
-56.3367,-13.4411,Soy-Corn,2015-09-14,2016-08-28
-55.3608,-15.4922,Soy-Corn,2015-09-14,2016-08-28
-55.3158,-15.5124,Soy-Corn,2015-09-14,2016-08-28
-54.193,-17.1208,Soy-Corn,2015-09-14,2016-08-28
-51.9236,-13.5234,Soy-Corn,2014-09-14,2015-08-29
-54.8674,-17.2198,Soy-Corn,2015-09-14,2016-08-28
-54.3594,-15.5813,Soy-Corn,2014-09-14,2015-08-29
-54.2107,-15.342,Soy-Corn,2014-09-14,2015-08-29
-57.8216,-13.6679,Soy-Corn,2014-09-14,2015-08-29
-54.1601,-15.299,Soy-Corn,2014-09-14,2015-08-29
-55.3504,-15.4818,Soy-Corn,2015-09-14,2016-08-28
-58.753,-13.7258,Soy-Corn,2015-09-14,2016-08-28
-55.3199,-15.5082,Soy-Corn,2015-09-14,2016-08-28
-54.4932,-17.1387,Soy-Corn,2015-09-14,2016-08-28
-56.7484,-13.8755,Soy-Corn,2014-09-14,2015-08-29
-55.8325,-12.7766,Soy-Corn,2015-09-14,2016-08-28
-57.9944,-14.0394,Soy-Corn,2014-09-14,2015-08-29
-58.8209,-13.6221,Soy-Corn,2015-09-14,2016-08-28
-56.0793,-13.4328,Soy-Corn,2015-09-14,2016-08-28
-55.8651,-12.9305,Soy-Corn,2015-09-14,2016-08-28
-57.2054,-13.8518,Soy-Corn,2015-09-14,2016-08-28
-54.1165,-15.139,Soy-Corn,2014-09-14,2015-08-29
-56.042,-12.8152,Soy-Corn,2014-09-14,2015-08-29
-55.314,-15.8918,Soy-Corn,2015-09-14,2016-08-28
-56.0535,-13.3491,Soy-Corn,2015-09-14,2016-08-28
-55.3296,-11.8825,Soy-Corn,2014-09-14,2015-08-29
-56.0638,-13.4712,Soy-Corn,2014-09-14,2015-08-29
-55.3216,-15.5011,Soy-Corn,2015-09-14,2016-08-28
-53.9666,-15.0806,Soy-Corn,2015-09-14,2016-08-28
-59.2792,-13.9059,Soy-Corn,2015-09-14,2016-08-28
-58.5823,-13.5475,Soy-Corn,2014-09-14,2015-08-29
-56.4316,-12.8121,Soy-Corn,2014-09-14,2015-08-29
-53.9273,-15.0144,Soy-Corn,2015-09-14,2016-08-28
-54.5758,-15.5663,Soy-Corn,2014-09-14,2015-08-29
-55.5816,-15.4584,Soy-Corn,2015-09-14,2016-08-28
-54.2147,-15.354,Soy-Corn,2014-09-14,2015-08-29
-57.9501,-13.4798,Soy-Corn,2014-09-14,2015-08-29
-57.903,-13.5904,Soy-Corn,2014-09-14,2015-08-29
-54.078,-15.0271,Soy-Corn,2014-09-14,2015-08-29
-55.0835,-15.4682,Soy-Corn,2015-09-14,2016-08-28
-55.4505,-11.6668,Soy-Corn,2014-09-14,2015-08-29
-56.8052,-14.1549,Soy-Corn,2014-09-14,2015-08-29
-52.0442,-11.6268,Soy-Corn,2014-09-14,2015-08-29
-58.7517,-13.6523,Soy-Corn,2015-09-14,2016-08-28
-56.7217,-14.1276,Soy-Corn,2014-09-14,2015-08-29
-58.5108,-13.5585,Soy-Corn,2015-09-14,2016-08-28
-57.8879,-13.705,Soy-Corn,2015-09-14,2016-08-28
-55.1933,-15.6033,Soy-Corn,2015-09-14,2016-08-28
-58.0293,-13.3044,Soy-Corn,2014-09-14,2015-08-29
-56.6906,-14.1332,Soy-Corn,2014-09-14,2015-08-29
-55.8216,-12.7078,Soy-Corn,2015-09-14,2016-08-28
-59.281,-13.9174,Soy-Corn,2015-09-14,2016-08-28
-55.2944,-16.0885,Soy-Corn,2015-09-14,2016-08-28
-55.2362,-15.8032,Soy-Corn,2015-09-14,2016-08-28
-58.5655,-12.9262,Soy-Corn,2014-09-14,2015-08-29
-56.3762,-13.4527,Soy-Corn,2015-09-14,2016-08-28
-54.1996,-17.1119,Soy-Corn,2015-09-14,2016-08-28
-54.6079,-17.1369,Soy-Corn,2015-09-14,2016-08-28
-55.6445,-12.4243,Soy-Corn,2014-09-14,2015-08-29
-55.5837,-12.3036,Soy-Corn,2015-09-14,2016-08-28
-53.8189,-15.1031,Soy-Corn,2015-09-14,2016-08-28
-55.9481,-13.0257,Soy-Corn,2014-09-14,2015-08-29
-54.8397,-17.3205,Soy-Corn,2015-09-14,2016-08-28
-57.5442,-14.2178,Soy-Corn,2014-09-14,2015-08-29
-54.6118,-11.6578,Soy-Corn,2014-09-14,2015-08-29
-54.1636,-15.2837,Soy-Corn,2014-09-14,2015-08-29
-55.6658,-12.4616,Soy-Corn,2015-09-14,2016-08-28
-56.2218,-13.8112,Soy-Corn,2014-09-14,2015-08-29
-54.8225,-17.4135,Soy-Corn,2015-09-14,2016-08-28
-54.2516,-15.4448,Soy-Corn,2014-09-14,2015-08-29
-58.0238,-13.2536,Soy-Corn,2014-09-14,2015-08-29
-57.8214,-13.6246,Soy-Corn,2015-09-14,2016-08-28
-57.8882,-13.7283,Soy-Corn,2014-09-14,2015-08-29
-54.2743,-15.4916,Soy-Corn,2014-09-14,2015-08-29
-55.945,-13.106,Soy-Corn,2014-09-14,2015-08-29
-57.0627,-14.1784,Soy-Corn,2015-09-14,2016-08-28
-55.1484,-15.8529,Soy-Corn,2015-09-14,2016-08-28
-55.2335,-15.8122,Soy-Corn,2015-09-14,2016-08-28
-55.3373,-11.7344,Soy-Corn,2014-09-14,2015-08-29
-54.2208,-17.0432,Soy-Corn,2015-09-14,2016-08-28
-55.2862,-15.5014,Soy-Corn,2015-09-14,2016-08-28
-59.2476,-13.5054,Soy-Corn,2015-09-14,2016-08-28
-56.0252,-13.0102,Soy-Corn,2014-09-14,2015-08-29
-56.2196,-14.4949,Soy-Corn,2014-09-14,2015-08-29
-54.0633,-15.0441,Soy-Corn,2015-09-14,2016-08-28
-56.1851,-14.4842,Soy-Corn,2015-09-14,2016-08-28
-58.08,-12.8348,Soy-Corn,2014-09-14,2015-08-29
-57.8875,-13.7152,Soy-Corn,2014-09-14,2015-08-29
-54.7801,-17.4034,Soy-Corn,2015-09-14,2016-08-28
-55.1998,-15.798,Soy-Corn,2015-09-14,2016-08-28
-54.1607,-15.3078,Soy-Corn,2015-09-14,2016-08-28
-56.8042,-13.905,Soy-Corn,2014-09-14,2015-08-29
-58.002,-13.2185,Soy-Corn,2014-09-14,2015-08-29
-54.159,-15.2641,Soy-Corn,2014-09-14,2015-08-29
-58.7886,-13.5529,Soy-Corn,2014-09-14,2015-08-29
-54.8302,-15.5389,Soy-Corn,2015-09-14,2016-08-28
-54.207,-17.0215,Soy-Corn,2015-09-14,2016-08-28
-55.0168,-15.4811,Soy-Corn,2015-09-14,2016-08-28
-51.8858,-12.6918,Soy-Corn,2014-09-14,2015-08-29
-56.0797,-13.4614,Soy-Corn,2015-09-14,2016-08-28
-55.3101,-15.8096,Soy-Corn,2015-09-14,2016-08-28
-57.4655,-13.7851,Soy-Corn,2014-09-14,2015-08-29
-54.2582,-15.437,Soy-Corn,2014-09-14,2015-08-29
-57.0163,-14.1601,Soy-Corn,2015-09-14,2016-08-28
-54.4051,-15.5749,Soy-Corn,2014-09-14,2015-08-29
-54.1502,-15.2506,Soy-Corn,2015-09-14,2016-08-28
-54.2113,-15.4116,Soy-Corn,2014-09-14,2015-08-29
-54.387,-15.5844,Soy-Corn,2015-09-14,2016-08-28
-55.2181,-15.852,Soy-Corn,2015-09-14,2016-08-28
-59.2914,-13.6724,Soy-Corn,2015-09-14,2016-08-28
-59.2809,-13.7367,Soy-Corn,2015-09-14,2016-08-28
-55.4071,-11.8768,Soy-Corn,2014-09-14,2015-08-29
-54.2804,-15.5256,Soy-Corn,2015-09-14,2016-08-28
-57.483,-14.1907,Soy-Corn,2014-09-14,2015-08-29
-56.3393,-13.802,Soy-Corn,2015-09-14,2016-08-28
-55.18,-15.7694,Soy-Corn,2015-09-14,2016-08-28
-56.7306,-14.1424,Soy-Corn,2014-09-14,2015-08-29
-56.8411,-14.1422,Soy-Corn,2014-09-14,2015-08-29
-54.0657,-15.0217,Soy-Corn,2015-09-14,2016-08-28
-55.1725,-15.6072,Soy-Corn,2015-09-14,2016-08-28
-58.0236,-13.3774,Soy-Corn,2015-09-14,2016-08-28
-58.499,-12.849,Soy-Corn,2015-09-14,2016-08-28
-57.5958,-13.745,Soy-Corn,2015-09-14,2016-08-28
-54.7627,-11.901,Soy-Corn,2014-09-14,2015-08-29
-55.5298,-12.29,Soy-Corn,2014-09-14,2015-08-29
-59.192,-13.9994,Soy-Corn,2015-09-14,2016-08-28
-55.2346,-15.6764,Soy-Corn,2015-09-14,2016-08-28
-56.0224,-12.8457,Soy-Corn,2014-09-14,2015-08-29
-59.1425,-13.6505,Soy-Corn,2015-09-14,2016-08-28
-55.2485,-15.4749,Soy-Corn,2015-09-14,2016-08-28
-56.0182,-13.2415,Soy-Corn,2015-09-14,2016-08-28
-54.4891,-17.13,Soy-Corn,2015-09-14,2016-08-28
-54.8213,-17.3764,Soy-Corn,2015-09-14,2016-08-28
-56.0227,-13.5494,Soy-Corn,2015-09-14,2016-08-28
-57.9612,-13.4852,Soy-Corn,2014-09-14,2015-08-29
-55.1645,-15.8484,Soy-Corn,2015-09-14,2016-08-28
-57.9028,-13.6296,Soy-Corn,2015-09-14,2016-08-28
-53.9253,-16.8551,Soy-Corn,2015-09-14,2016-08-28
-54.1332,-15.2513,Soy-Corn,2015-09-14,2016-08-28
-57.3523,-13.8174,Soy-Corn,2015-09-14,2016-08-28
-56.634,-14.1807,Soy-Corn,2015-09-14,2016-08-28
-57.8056,-13.3433,Soy-Corn,2015-09-14,2016-08-28
-59.3056,-13.7971,Soy-Corn,2015-09-14,2016-08-28
-55.1984,-15.6365,Soy-Corn,2014-09-14,2015-08-29
-55.9011,-14.5712,Soy-Corn,2014-09-14,2015-08-29
-52.268,-15.7451,Soy-Millet,2014-09-14,2015-08-29
-52.258,-15.7335,Soy-Millet,2014-09-14,2015-08-29
-53.9901,-15.6338,Soy-Millet,2014-09-14,2015-08-29
-54.1665,-15.6325,Soy-Millet,2014-09-14,2015-08-29
-54.1593,-15.6311,Soy-Millet,2014-09-14,2015-08-29
-54.0186,-15.6269,Soy-Millet,2014-09-14,2015-08-29
-54.1794,-15.6232,Soy-Millet,2014-09-14,2015-08-29
-53.5105,-15.6034,Soy-Millet,2014-09-14,2015-08-29
-53.5045,-15.6032,Soy-Millet,2014-09-14,2015-08-29
-54.5718,-15.5595,Soy-Millet,2014-09-14,2015-08-29
-53.4829,-15.5316,Soy-Millet,2014-09-14,2015-08-29
-53.4784,-15.5295,Soy-Millet,2014-09-14,2015-08-29
-53.4695,-15.4918,Soy-Millet,2014-09-14,2015-08-29
-53.4723,-15.4915,Soy-Millet,2014-09-14,2015-08-29
-53.4688,-15.4881,Soy-Millet,2014-09-14,2015-08-29
-53.4735,-15.4812,Soy-Millet,2014-09-14,2015-08-29
-53.4697,-15.4682,Soy-Millet,2014-09-14,2015-08-29
-53.4639,-15.4635,Soy-Millet,2014-09-14,2015-08-29
-53.46,-15.458,Soy-Millet,2014-09-14,2015-08-29
-53.448,-15.4249,Soy-Millet,2014-09-14,2015-08-29
-53.4498,-15.4131,Soy-Millet,2014-09-14,2015-08-29
-53.411,-15.396,Soy-Millet,2014-09-14,2015-08-29
-53.4416,-15.3959,Soy-Millet,2014-09-14,2015-08-29
-53.4301,-15.389,Soy-Millet,2014-09-14,2015-08-29
-54.1109,-15.0824,Soy-Corn,2015-09-14,2016-08-28
-54.0561,-14.96,Soy-Corn,2015-09-14,2016-08-28
-54.502,-17.1381,Soy-Corn,2015-09-14,2016-08-28
-59.1765,-13.8629,Soy-Corn,2015-09-14,2016-08-28
-57.9125,-13.6159,Soy-Corn,2014-09-14,2015-08-29
-58.5467,-12.9011,Soy-Corn,2014-09-14,2015-08-29
-56.6493,-14.1442,Soy-Corn,2014-09-14,2015-08-29
-57.994,-13.1449,Soy-Corn,2014-09-14,2015-08-29
-54.0793,-15.0297,Soy-Corn,2014-09-14,2015-08-29
-57.2219,-13.8207,Soy-Corn,2014-09-14,2015-08-29
-55.2945,-16.0852,Soy-Corn,2015-09-14,2016-08-28
-53.9771,-15.086,Soy-Corn,2015-09-14,2016-08-28
-53.4259,-15.3834,Soy-Corn,2014-09-14,2015-08-29
-56.0389,-13.5202,Soy-Corn,2014-09-14,2015-08-29
-55.3014,-16.0488,Soy-Corn,2015-09-14,2016-08-28
-57.9829,-14.0318,Soy-Corn,2015-09-14,2016-08-28
-59.3076,-13.7615,Soy-Corn,2015-09-14,2016-08-28
-56.1796,-13.4449,Soy-Corn,2015-09-14,2016-08-28
-57.4167,-14.1794,Soy-Corn,2014-09-14,2015-08-29
-58.0048,-13.2489,Soy-Corn,2015-09-14,2016-08-28
-54.0083,-14.9892,Soy-Corn,2015-09-14,2016-08-28
-54.032,-15.618,Soy-Corn,2014-09-14,2015-08-29
-55.4361,-11.6098,Soy-Corn,2014-09-14,2015-08-29
-57.99,-13.9995,Soy-Corn,2014-09-14,2015-08-29
-57.4557,-14.1726,Soy-Corn,2014-09-14,2015-08-29
-54.6575,-16.7695,Soy-Corn,2015-09-14,2016-08-28
-56.2541,-13.4422,Soy-Corn,2015-09-14,2016-08-28
-54.1477,-15.2498,Soy-Corn,2014-09-14,2015-08-29
-56.3672,-13.4531,Soy-Corn,2015-09-14,2016-08-28
-55.5125,-12.0263,Soy-Corn,2015-09-14,2016-08-28
-55.2944,-16.1041,Soy-Corn,2015-09-14,2016-08-28
-54.1865,-15.5557,Soy-Corn,2014-09-14,2015-08-29
-56.5493,-14.2326,Soy-Corn,2015-09-14,2016-08-28
-58.5923,-13.5554,Soy-Corn,2015-09-14,2016-08-28
-57.02,-13.9169,Soy-Corn,2015-09-14,2016-08-28
-57.9801,-13.9966,Soy-Corn,2014-09-14,2015-08-29
-58.5312,-12.9033,Soy-Corn,2014-09-14,2015-08-29
-55.8951,-13.0087,Soy-Corn,2015-09-14,2016-08-28
-55.8243,-12.7123,Soy-Corn,2015-09-14,2016-08-28
-54.1132,-15.1818,Soy-Corn,2014-09-14,2015-08-29
-55.3329,-11.3271,Soy-Corn,2014-09-14,2015-08-29
-54.4603,-15.5845,Soy-Corn,2015-09-14,2016-08-28
-54.0537,-15.6193,Soy-Corn,2014-09-14,2015-08-29
-54.3877,-15.5715,Soy-Corn,2014-09-14,2015-08-29
-58.463,-13.5616,Soy-Corn,2014-09-14,2015-08-29
-58.6037,-12.9977,Soy-Corn,2014-09-14,2015-08-29
-55.2936,-15.5213,Soy-Corn,2015-09-14,2016-08-28
-57.5982,-13.7426,Soy-Corn,2014-09-14,2015-08-29
-54.923,-15.4748,Soy-Corn,2014-09-14,2015-08-29
-54.8366,-17.3597,Soy-Corn,2015-09-14,2016-08-28
-56.876,-14.1551,Soy-Corn,2014-09-14,2015-08-29
-54.1235,-16.7928,Soy-Corn,2015-09-14,2016-08-28
-56.0299,-13.2695,Soy-Corn,2015-09-14,2016-08-28
-59.2932,-13.6776,Soy-Corn,2015-09-14,2016-08-28
-55.6415,-15.4583,Soy-Corn,2015-09-14,2016-08-28
-55.9641,-13.1433,Soy-Corn,2014-09-14,2015-08-29
-55.2213,-15.8108,Soy-Corn,2015-09-14,2016-08-28
-57.9776,-13.9624,Soy-Corn,2014-09-14,2015-08-29
-54.7108,-16.8862,Soy-Corn,2015-09-14,2016-08-28
-57.758,-13.5757,Soy-Corn,2015-09-14,2016-08-28
-54.6123,-15.5462,Soy-Corn,2015-09-14,2016-08-28
-57.8471,-13.4143,Soy-Corn,2015-09-14,2016-08-28
-55.2993,-16.0617,Soy-Corn,2015-09-14,2016-08-28
-53.9189,-16.8473,Soy-Corn,2015-09-14,2016-08-28
-54.6282,-17.1293,Soy-Corn,2015-09-14,2016-08-28
-54.0878,-15.0568,Soy-Corn,2014-09-14,2015-08-29
-58.0397,-12.9939,Soy-Corn,2014-09-14,2015-08-29
-55.3181,-15.9091,Soy-Corn,2015-09-14,2016-08-28
-54.233,-15.4087,Soy-Corn,2014-09-14,2015-08-29
-56.7215,-14.1289,Soy-Corn,2015-09-14,2016-08-28
-59.1802,-13.9851,Soy-Corn,2015-09-14,2016-08-28
-54.1246,-15.2373,Soy-Corn,2015-09-14,2016-08-28
-55.4756,-11.7657,Soy-Corn,2014-09-14,2015-08-29
-54.2496,-15.4529,Soy-Corn,2014-09-14,2015-08-29
-55.0791,-15.4955,Soy-Corn,2014-09-14,2015-08-29
-56.7602,-14.151,Soy-Corn,2014-09-14,2015-08-29
-58.6112,-13.0082,Soy-Corn,2014-09-14,2015-08-29
-58.0226,-13.1228,Soy-Corn,2015-09-14,2016-08-28
-56.9985,-14.1687,Soy-Corn,2015-09-14,2016-08-28
-53.9799,-15.1036,Soy-Corn,2015-09-14,2016-08-28
-53.4354,-15.3869,Soy-Millet,2014-09-14,2015-08-29
-54.2031,-15.3347,Soy-Millet,2014-09-14,2015-08-29
-54.1968,-15.3257,Soy-Millet,2014-09-14,2015-08-29
-54.169,-15.3129,Soy-Millet,2014-09-14,2015-08-29
-54.1666,-15.3113,Soy-Millet,2014-09-14,2015-08-29
-54.1574,-15.2868,Soy-Millet,2014-09-14,2015-08-29
-54.0865,-15.0384,Soy-Millet,2014-09-14,2015-08-29
-54.086,-15.0338,Soy-Millet,2014-09-14,2015-08-29
-54.084,-15.0285,Soy-Millet,2014-09-14,2015-08-29
-52.259,-15.0093,Soy-Millet,2014-09-14,2015-08-29
-52.2669,-14.973,Soy-Millet,2014-09-14,2015-08-29
-52.2759,-14.8944,Soy-Millet,2014-09-14,2015-08-29
-52.2852,-14.8879,Soy-Millet,2014-09-14,2015-08-29
-54.0966,-14.8223,Soy-Millet,2014-09-14,2015-08-29
-54.0981,-14.8176,Soy-Millet,2014-09-14,2015-08-29
-54.0996,-14.8128,Soy-Millet,2014-09-14,2015-08-29
-54.1013,-14.8022,Soy-Millet,2014-09-14,2015-08-29
-54.103,-14.796,Soy-Millet,2014-09-14,2015-08-29
-52.3375,-14.7552,Soy-Millet,2014-09-14,2015-08-29
-52.3403,-14.6971,Soy-Millet,2014-09-14,2015-08-29
-52.3618,-14.6092,Soy-Millet,2014-09-14,2015-08-29
-52.3608,-14.5318,Soy-Millet,2014-09-14,2015-08-29
-56.1942,-14.4953,Soy-Millet,2014-09-14,2015-08-29
-52.1913,-14.1649,Soy-Millet,2014-09-14,2015-08-29
-52.1467,-13.9824,Soy-Millet,2014-09-14,2015-08-29
-52.1358,-13.9751,Soy-Millet,2014-09-14,2015-08-29
-56.9027,-13.9106,Soy-Millet,2014-09-14,2015-08-29
-56.3317,-13.8117,Soy-Millet,2014-09-14,2015-08-29
-56.0619,-13.7978,Soy-Millet,2014-09-14,2015-08-29
-56.3366,-13.7964,Soy-Millet,2014-09-14,2015-08-29
-57.2571,-13.794,Soy-Millet,2014-09-14,2015-08-29
-52.018,-13.6994,Soy-Millet,2014-09-14,2015-08-29
-52.0154,-13.6788,Soy-Millet,2014-09-14,2015-08-29
-51.9687,-13.658,Soy-Millet,2014-09-14,2015-08-29
-51.9773,-13.658,Soy-Millet,2014-09-14,2015-08-29
-51.9628,-13.651,Soy-Millet,2014-09-14,2015-08-29
-51.958,-13.6449,Soy-Millet,2014-09-14,2015-08-29
-51.9549,-13.6401,Soy-Millet,2014-09-14,2015-08-29
-51.9537,-13.6219,Soy-Millet,2014-09-14,2015-08-29
-56.0286,-13.6054,Soy-Millet,2014-09-14,2015-08-29
-56.0269,-13.5856,Soy-Millet,2014-09-14,2015-08-29
-51.9252,-13.5417,Soy-Millet,2014-09-14,2015-08-29
-58.7587,-13.2976,Soy-Millet,2014-09-14,2015-08-29
-51.9059,-13.084,Soy-Millet,2014-09-14,2015-08-29
-51.8978,-13.0664,Soy-Millet,2014-09-14,2015-08-29
-51.8857,-13.0366,Soy-Millet,2014-09-14,2015-08-29
-58.1299,-12.8093,Soy-Millet,2014-09-14,2015-08-29
-58.2099,-12.7694,Soy-Millet,2014-09-14,2015-08-29
-51.8559,-12.7273,Soy-Millet,2014-09-14,2015-08-29
-51.8604,-12.7146,Soy-Millet,2014-09-14,2015-08-29
-51.8699,-12.7132,Soy-Millet,2014-09-14,2015-08-29
-51.8716,-12.7054,Soy-Millet,2014-09-14,2015-08-29
-51.8957,-12.6762,Soy-Millet,2014-09-14,2015-08-29
-51.8997,-12.6694,Soy-Millet,2014-09-14,2015-08-29
-51.93,-12.6578,Soy-Millet,2014-09-14,2015-08-29
-51.9208,-12.6546,Soy-Millet,2014-09-14,2015-08-29
-51.9314,-12.6528,Soy-Millet,2014-09-14,2015-08-29
-51.9255,-12.6511,Soy-Millet,2014-09-14,2015-08-29
-52.0175,-12.6409,Soy-Millet,2014-09-14,2015-08-29
-51.9672,-12.636,Soy-Millet,2014-09-14,2015-08-29
-52.0267,-12.63,Soy-Millet,2014-09-14,2015-08-29
-52.0524,-12.6286,Soy-Millet,2014-09-14,2015-08-29
-52.1089,-12.6244,Soy-Millet,2014-09-14,2015-08-29
-52.0519,-12.6199,Soy-Millet,2014-09-14,2015-08-29
-52.1248,-12.6175,Soy-Millet,2014-09-14,2015-08-29
-52.1333,-12.6148,Soy-Millet,2014-09-14,2015-08-29
-52.1071,-12.6133,Soy-Millet,2014-09-14,2015-08-29
-52.0888,-12.6122,Soy-Millet,2014-09-14,2015-08-29
-52.1315,-12.6096,Soy-Millet,2014-09-14,2015-08-29
-52.1809,-12.6076,Soy-Millet,2014-09-14,2015-08-29
